Tweet ID,created_at,full_text
tweet_id:1529564693408452609,2022-05-25T20:46:55.000Z,"Asesinan a estudiante en los exteriores de su colegio en Daule
La víctima pertenecía al colegio Juan B Aguirre. 
Nadie se salva de la delincuencia.
En Quito un estudiante recibió un disparo en la cabeza para robarle su celular y en Daule (Guayas) asesinaron a un joven a noche."
tweet_id:1529457126388555784,2022-05-25T13:39:29.000Z,#MuchoGustoMega delincuencia:¿En qué momento perdimos Nuestras Calles? Respuesta: el día que las autoridades y Justicia les quitó el poder a Carabineros de Chile y la Justicia no actúa como corresponde. Un delincuente de 16 años debe ser tratado como adulto.
tweet_id:1529437949149970439,2022-05-25T12:23:17.000Z,"El transporte público de Quito es lo peor...

- No hay unidades porque están dañadas
- Tod@s se saltan la fila
- Delincuencia- Demora en el servicio"
tweet_id:1529428467221159936,2022-05-25T11:45:36.000Z,"Este pueblo que combatió en el Pichincha, en Paquisha en el Cenepa no le tiene miedo a las bandas de narcos. Que se nos restablezca el derecho a portar armas que el sentenciado Correa nos quitó para favorecer a la delincuencia. Y que al mismo tiempo se eduque con valores a todos."
tweet_id:1529273478016389121,2022-05-25T01:29:44.000Z,Finales felices contra la delincuencia en mi lindo Quito https://instagram.com/p/Cd9k9F5INKn/?igshid=YmMyMTA2M2Y=… 
tweet_id:1529245864044244994,2022-05-24T23:40:00.000Z,Vrg :( no solo yo estoy psicoseada con al delincuencia en Quito :(
tweet_id:1529209584870629378,2022-05-24T21:15:51.000Z,"Expertos en seguridad sugieren medidas que puede implementar el Gobierno de #Lasso para enfrentar la inseguridad, la delincuencia y la crisis penitenciaria » https://bit.ly/3wDH67u"
tweet_id:1529149869008506880,2022-05-24T17:18:33.000Z,"""Mendigos con escopetas"" Señores Policías por favor hagan algo en le Ruta R1 CHILLOGALLO -ESTADIO OLÍMPICO   seudo Vendedor AMENAZA si no se le colabora MANIFIESTA que es de los LOBOS que ha salido de la Cárcel que ha estado 16 años QUITO está en  MANOS DE LA DELINCUENCIA"
tweet_id:1528932883771142144,2022-05-24T02:56:20.000Z,"Quito Ecuador #CotocollaoUn vídeo de cámaras de seguridad registró en momento en que dos sujetos en moto intentan robar a una persona, fracasan en su intento, 
 Los  habitantes cansados de la delincuencia se unieron contra la delincuencia.

¿Qué opinan?"
tweet_id:1528918745065865216,2022-05-24T02:00:09.000Z,"Es excéntrica. Destapada. Se llama avenida Real Audiencia y está situada en el norte de Quito. Es una zona que desde hace más de una década se ‘cobija’ del comercio, la algarabía, el relajo nocturno y también de la delincuencia. http://ht.ly/T8WK30sklgO"
tweet_id:1528806544426541060,2022-05-23T18:34:18.000Z,No se si el culpa del correato o del actual gobierno pero #HASTACUANDO debemos aguantar la delincuencia?
tweet_id:1528794246228099074,2022-05-23T17:45:26.000Z," #URGENTE || Ante el incremento de la delincuencia en varios puntos de #Quito y la carente respuesta por parte de las entidades de seguridad y control, los ciudadanos no les
queda más que hacer justicia por mano propia contra los antisociales que quieren hacer de las suyas."
tweet_id:1528747493030252549,2022-05-23T14:39:39.000Z,"En #Quito, un ciudadano es víctima de un robo. Un auto embiste a los delincuentes, uno de los asaltantes  es atrapado y recibe una golpiza por parte de ciudadanos que están cansados de la delincuencia."
tweet_id:1528736846779490306,2022-05-23T13:57:21.000Z,"Hoy me siento moralmente derrotado, así es como quiere anlo que todos los mexicanos nos sintamos, todos los días hay asesinatos, robos, violacion de la ley en general, Quito toda la protección a la ciudadanía, las denuncias no sirven, la delincuencia está protegida."
tweet_id:1528707869679529987,2022-05-23T12:02:12.000Z,Ciudadanos hartos de la delincuencia dan su merecido a un ladrón en Quito.
tweet_id:1528574415662899202,2022-05-23T03:11:54.000Z,#quiteñosdebien ... Bien puesto los pantalones acabemos con la delincuencia recuperemos a la carita de Dios #Quito
tweet_id:1528561846206271488,2022-05-23T02:21:58.000Z,"Me parece correcto, pero la petición debería ser, que desaparezca a todos los delincuentes. Hay muchos muertos, un chico en estado crítico q fue asaltado en Quito. Necesitamos se active una brigada especial q acabe con toda la delincuencia."
tweet_id:1528395441573855235,2022-05-22T15:20:44.000Z,"En #Quito La inseguridad se les ha salido de las manos, qué acciones concretas está realizando la  ? 
Hay trabajo coordinado entre  y  ?? #Delincuencia  "
tweet_id:1528370980942401538,2022-05-22T13:43:32.000Z,#+delincuencia #Quito https://facebook.com/100008099719115/posts/3277572469189378/?d=n…
tweet_id:1528241209524858886,2022-05-22T05:07:52.000Z,A esta hora gas GAS en el pasaje  donde residen mis padres (personas de la 3ra edad) en #Calderón #Quito incontrolable la delincuencia y el desorden
tweet_id:1528147835761438720,2022-05-21T22:56:50.000Z," DELINCUENCIA IMPARABLE La periodista  reporta: ""Dos sujetos en #moto llegaron hasta un restaurante del recinto Buijo Histórico del cantón #Samborondón, entraron y #balearon a un ciudadano que se encontraba en el establecimiento""."
tweet_id:1528138784264577032,2022-05-21T22:20:52.000Z,"#Quito en manos de la delincuencia, sector Gonzáles Suárez, asaltan pistola en mano en Cafeterías  y Restaurantes.
Ecuador país invivible en donde viven ustedes ?  "
tweet_id:1528085836486656000,2022-05-21T18:50:28.000Z,"Un contratista de Edenorte vino y le quito la electricidad o luz a paquesito de la Villa Olimpica de la Manzana E, Que ABUSO, a donde va a jugar los niños. La delincuencia y los drogadicto se a dueñara de eso. Así no se puede "
tweet_id:1527875003722649601,2022-05-21T04:52:42.000Z,"Qué dolor tan grande #Ecuador.
La delincuencia en su papayal...
Gracias#GobiernoDelEncuentro #GobiernoDeInutiles #RedDeTuiterosDemocraticos #RedDeTuiterosAsnocráticos #EstadoDeExcepcion #Quito"
tweet_id:1527869618630672385,2022-05-21T04:31:18.000Z,"Hoy leía que se abrió una nueva tienda de ropa en Quito de la marca American Eagle, los únicos que podrán acercarse a comprar son los sobrevivientes de la vil delincuencia del país."
tweet_id:1527837709158428673,2022-05-21T02:24:30.000Z,"Preocupación de siempre, lo mismo que en el trébol vía al Valle #URGENTE #Quito tráfico #Delincuencia  "
tweet_id:1527790064729788416,2022-05-20T23:15:11.000Z,"Disparan en la cabeza  a estudiante de colegio por robarle en el sector de la Avenida Napo al sur de Quito, está gravemente herido, la delincuencia imparable, estamos fregados"
tweet_id:1527735767375785985,2022-05-20T19:39:25.000Z,Mientras le mostraban sitios turisticos en Quito a la Mrs. Biden!.... Esto pasaba ayer en Milagro!. La delincuencia nos lleva en peso!...Cómo podemos emprender así   con la inseguridad que hay en Ecuador? #Ecuador #inseguridadec #guillermolasso #ECU911
tweet_id:1527700343924133889,2022-05-20T17:18:39.000Z,"Quito sigue sin Alcalde, calle destruidas, delincuencia en cada esquina, la Venecia Ecuatoriana, sin alcantarillado, aún sigue el que entro por la ventana buscando la quinta pata a la administración anterior, ya se le termina el carguito"
tweet_id:1527348102323064836,2022-05-19T17:58:59.000Z,"Le quitó armamento de alto impacto a carabineros les dejo revólveres en tanto los narcos y otros delincuentes utilizan fusiles ametralladoras, no necesitan pedir permiso a nadie carabineros y FFAA  están vigilados por ustedes y el instituto nacional de defensa de la delincuencia"
tweet_id:1527330551559905286,2022-05-19T16:49:14.000Z,"Si al pueblo chileno le quitan el porte de armas, la delincuencia va a crecer más rápido! 
El gobierno de Chávez/Maduro quito el porte de arma y la delincuencia creció de una manera exponencial , es tanto que ahorita son los que tienen el poder!"
tweet_id:1527282628335767552,2022-05-19T13:38:48.000Z,"Explosiones en Esmeraldas.

Inseguridad en Quito.Delincuencia en #ELOro. 

Manabí abandonada.

El snai no responde."
tweet_id:1527273637958524929,2022-05-19T13:03:05.000Z,"#ATENTOSLa delincuencia no cesa en Quito, en esta ocasión varios antisociales asaltaron una tienda en el sector de #ValledelosChillos, donde se llevaron cervezas y whiskys del lugar.#ÁguilaNoticias  #Delincuencia #Quito"
tweet_id:1527136191404965888,2022-05-19T03:56:55.000Z,"Voy a ver en unos días Breaking Bad a ver si con esto me quito el prejuicio sobre las películas de narc05 que siempre romantizan la delincuencia de clases bajas y demás Iré con espectativas bajas, pero espero sorprenderme como cuando me vi las 3 películas de Batman de Nolan"
tweet_id:1527124898937769984,2022-05-19T03:12:03.000Z,"#Quito #DelincuenciaDelincuentes asaltaron una tienda en los valles de los Chillos al Sur de la Capital , hasta botellas de cervezas y de whiskys se terminaron llevando"
tweet_id:1527106803246551041,2022-05-19T02:00:08.000Z,"Yo antes soñaba con vivir en Quito, salir a lugares lindos con mis amigas en las noches o caminar por sus parques pero hoy Quito no está en mis planes y para serles sincera tengo terror de volver.
La delincuencia y el miedo me arrebataron tanto. "
tweet_id:1527084077161095170,2022-05-19T00:29:50.000Z,"Baches, tráfico y miedo por la delincuencia. Eso es lo que soportamos quienes vivimos en Quito y el alcalde  sin dar soluciones. 

Hay que empezar a exigir con severidad. ¡Esta es la capital de la República!"
tweet_id:1526969375818915841,2022-05-18T16:54:03.000Z,"#Atención 
Cientos de armas blancas se han decomisadas en las calles de #Quito en una semana. 

Las armas estaban en poder de varios ciudadanos, desde cuchillos, navajas, pistolas y machetes.
.
.#noticias #delincuencia #violencia"
tweet_id:1526950560620023808,2022-05-18T15:39:17.000Z,"Vivimos a merced de la delincuencia en todo lado gracias a la INCOMPETENCIA y MEDIOCRIDAD de  

Esto es en el aeropuerto de Quito #LassoRevocatoriaYa"
tweet_id:1526950475467214850,2022-05-18T15:38:57.000Z,"La delincuencia no para, esto sucedio en Panamericana, Latacunga_Quito, sector del instituto Superior Cotopaxi, el señor se quedo a descansar y le asaltaron, cero respuesta de la Policía, intento de robos al instituto y asalto a los estudiantes, pan de cada día!!!"
tweet_id:1526942943642374153,2022-05-18T15:09:01.000Z,"Ayer fui víctima de la delincuencia mientras transitaba hacia el norte de Quito en San Roque, hasta cuándo vamos a esperar que hayan policías custodiando esa vía que para una mujer sola en un auto es el blanco perfecto. Indignada totalmente, asustada, traumada.."
tweet_id:1526931113687539713,2022-05-18T14:22:01.000Z,"Nada detiene a la delincuencia. Usuarios de la vía al aeropuerto de Tababela, en Quito, lograron captar en imágenes cuando delincuentes tratan de asaltar a los usuarios de los vehículos parqueados en la autopista."
tweet_id:1526927743442878464,2022-05-18T14:08:37.000Z,"Intento de robo a un vehículo en las afueras del aeropuerto Mariscal Sucre (Tababela) en #Quito, quedó registrado en video. Varios usuarios prefieren esperar afuera para evitar pagar el estacionamiento pero quedan expuestos a la delincuencia."
tweet_id:1526731766920273922,2022-05-18T01:09:53.000Z,"Sector Aeropuerto de #Quito.
En la ciudad la delincuencia está en todo lado. Los habitantes no pueden estar tranquilos en ninguna parte. 
Así pretenden atraer al turismo?      "
tweet_id:1526683982770982915,2022-05-17T22:00:00.000Z,"Y bueno era de esperarse, #Pikachu víctima de la delincuencia en #Quito."
tweet_id:1526677613380456449,2022-05-17T21:34:41.000Z,Entre la ficticia venta del Avión Presidencial y el Pikachu del Mural en #Quito el país se cae a pedazos Vivimos un desastre dónde las falsas noticia y las ridiculeces son noticia de cada día Las autoridades no tienen ni idea de q hacer Por eso la delincuencia se rie #CREO
tweet_id:1526676726792736772,2022-05-17T21:31:10.000Z,"Y bueno, creo que ya nos hemos reído suficiente del #Pikachu de #Quito. Es hora de volver a la normalidad...

Normalidad:  baches en las calles, tráfico, accidentes, delincuencia y violencia extrema.

Volviendo al #Pikachu "
tweet_id:1526672777704505344,2022-05-17T21:15:29.000Z,"Los delincuentes no asaltan cuarteles militares. Los que atacan instalaciones militares son subversivos, gente con entrenamiento militar. Atacar el cuartel de un batallón del ejercito no lo hace la delincuencia común. ¡Cuidado y se nos mete la guerrilla! #GYE #Quito #Ecuador"
tweet_id:1526377670048612353,2022-05-17T01:42:49.000Z,"Los baches en las calles de la ciudad, la delincuencia de los barrios, la desorganización en las ventas informales, la intervención de los parques y plazas, todo es secundario; la prioridad, dar a conocer al mundo la Bicentenaria Ciudad de Quito con un mural de Pikachú "
tweet_id:1526231554057555969,2022-05-16T16:02:13.000Z,#Ecuador #servicioalcliente #salud #Tumbaco #seguridad#Quito Tiempo de #delincuencia y #sicariato. Clientes obligados a hacer largas filas de pie por mantenimiento de ATM o cajeros automáticos en horas laborables. #Prohibido arrimarse o apoyarse en paredes exteriores.#riesgo
tweet_id:1526205115023212545,2022-05-16T14:17:09.000Z,"MUY PRONTO inseguridad y delincuencia en Quito estarán muy cerca o al mismo nivel de otras ciudades consideradas más inseguras Gyquil, Durán, Esmeraldas o Sto Domingo

¿Qué dirán entonces? ¿Que la culpa fue de Barrera? ¿Que antes de irse Yunda entregó la ciudad a las bandas?"
tweet_id:1525868612195561473,2022-05-15T16:00:01.000Z,"#Pichincha | En la Avenida Amazonas, en el norte de Quito, una mujer fue víctima de la delincuencia. 
Los detalles https://pichinchacomunicaciones.com.ec/delincuentes-disparan-contra-una-mujer-al-intentar-robarle-en-el-norte-de-quito/…"
tweet_id:1525854566142582784,2022-05-15T15:04:12.000Z,"Le invito a realizar un videollamada a   con  #Quito Necesita urgentemente una asesoría integral e internacional.
La ciudad se cae a pedazos por la falta de planificación, poca calidad es espacio público y delincuencia diaria "
tweet_id:1525801270187118593,2022-05-15T11:32:25.000Z,"....denuncia presentada por 
Andrés  Herrería (violado) en Comisaria de Quito...
Violador es el Jefe de la DELINCUENCIA ORGANIZADA, 
Rafael Correa... https://x.com/jorgejhorlfl/s/jorgejhorlfl/status/1525800154938458117…"
tweet_id:1525707833517477888,2022-05-15T05:21:08.000Z,"#Quito Sicariato y muerte, la mascota entre las víctimas. Ecuador, estrangulado en los tentáculos  del crimen organizado, delincuencia y narcotráfico. Plegaria por nuestro país  Oremos todos por el fin de la violencia"
tweet_id:1525701552580722689,2022-05-15T04:56:10.000Z,Pan de cada dia en #Quito... ya ni las mascotas se salvan de la delincuencia... se han dado cuenta q solo mueren los enemigos de los choneros... saben pq? Pq #lasso hizo un pacto con los choneros y son su brazo armado para tener a la gente con miedo mientras el vende el #Ecuador
tweet_id:1525643796448530432,2022-05-15T01:06:40.000Z,"Con o sin #EstadoDeExcepción la delincuencia hace lo q le da la gana Hoy la violencia se toma #Quito las muertes violetas siguen 
Las autoridades dan cifras q no satisfacen a la ciudadanía
Sin seguridad la reactivación económica no se da !!
El #GobiernoDelEncuentro en picada"
tweet_id:1525640118945587200,2022-05-15T00:52:04.000Z,Sicariato en Quito???? A ver.. Tenemos a Quito abandonada porque no hay alcalde.. Ahora tenemos delincuencia y sicariato por que tenemos un presidente tibio que no actúa.. Que serafff de hacer!!???
tweet_id:1525631037480501248,2022-05-15T00:15:58.000Z,"#Quito empieza a ser asediado por el sicariato, la narco delincuencia,las vacunas, extorsiones.  y no es la Prensa la que exagera, somos los ciudadanos que vivimos día a día la inseguridad"
tweet_id:1578774398911229952,2022-10-08T15:48:43.000Z,"Un panorama de los problemas de violencia y delincuencia que atreviese el país. En  YT: https://youtu.be/DWG8yZyGEqcInicio: 1h02:03s
Fin: 1h40:17s

 #Gquil #SantaElena #Quito #Ecuador"
tweet_id:1578744067122679809,2022-10-08T13:48:11.000Z,"La Delincuencia está tomando Quito, extorsión, asaltos en restaurantes, solicitud de vacunas en los comercios, extorsión y amenazas de asesinato contra los dueños de los establecimientos comerciales, Zapata deje de meter mentiras al presidente y actúe YA, Lasso que pasa?"
tweet_id:1578575936253210627,2022-10-08T02:40:06.000Z,"ATENCIÓN Jueza dispuso la suspensión de la acción penal que se sigue en contra del prefecto de #Cotopaxi, Jorge Guamán, procesado por delincuencia organizada. La decisión se tomó, porque Guamán presentó su candidatura a la Alcaldía de #Latacunga."
tweet_id:1578511153881575424,2022-10-07T22:22:41.000Z,"Hay que defender nuestra nación, la necesidad de impunidad de un sector que se niega a rendir cuentas, ordena la desestabilización continúa de la democracia. 
Para ello usan la delincuencia transnacional, la Asamblea, la conaie, La Fiscalia, y las bandas nacionales.#Quito"
tweet_id:1578496132673830914,2022-10-07T21:22:59.000Z,"Iniciativa q permite ir mostrando el Quito amigable q somos, esa capital d vecinos q se unen pa embellecerlo; al q la inseguridad y la delincuencia le va dando la espalda conforme nos ve mejor organizados.     "
tweet_id:1578489212034486272,2022-10-07T20:55:29.000Z,#delincuencia | ¡TE CHOCAN PARA QUE TE BAJES Y TE ROBAN#delincuenciaimparable #delincuenciaorganizada #inseguridad #QuitoLos #delincuentes están aplicando una modalidad en la que a propósito te chocan y te cierran el paso para que te bajes a reclamar y así proceder a robarte.
tweet_id:1578455498210377751,2022-10-07T18:41:31.000Z,"#ATENCIÓN | Los negocios particulares y el turismo son los sectores más afectados por la delincuencia en el Centro Histórico de #Quito. Según el , hasta julio de 2022, se registraron 921 delitos, cifra mayor en los últimos años."
tweet_id:1578408230845583361,2022-10-07T15:33:42.000Z,"Pues bueno, una cosa es la delincuencia. Pero por otro lado, que nadie se detenga a ayudar? En que clase de sociedad nos estamos convirtiendo por el miedo y la insensibilidad.#Quito #Ecuador"
tweet_id:1578159664096690176,2022-10-06T23:05:59.000Z,La delincuencia acaba con la economía del Centro Histórico de Quito - RADIO PICHINCHA https://radiopichincha.com/la-delincuencia-acaba-con-la-economia-del-centro-historico-de-quito/…
tweet_id:1578056461854318592,2022-10-06T16:15:54.000Z,"Dalo Bucaran, aunque lo nieguen y lo peor es que los árbitros entran a pitar amenazados, hasta cuando tanta delincuencia en el fútbol.
Marlon Vera declaró penal contra LDU QUITO a pesar del VAR y el por miedo dijo si, BUCARAN ES LA MANZANA PODRIDA EN TODO LO QUE TOCAN, suspendan https://x.com/elcomerciocom/status/1578026192091115521…"
tweet_id:1577807908787691521,2022-10-05T23:48:14.000Z,"LA GENTE SE CANSÓ Moradores de La Floresta (Quito) realizan la ""antorchada"" para exigir a las autoridades que brinden seguridad, ante el incremento de la delincuencia en el sector.
Fuente: "
tweet_id:1577757530465476609,2022-10-05T20:28:03.000Z,"Alguien tiene que empezar a defendernos, por eso mi VOTO VA POR TI ⁦⁩, porque ya nos defendistes en el paro y se que cumplirás tu palabra, porque QUITO VUELVE CARAJO PÁEZ=BUKELE,no nos vamos a dejar de los narcopoliticos, de la delincuencia,correistas"
tweet_id:1577733107490312193,2022-10-05T18:51:00.000Z,"La delincuencia está desatada, el delincuente no tiene miedo gracias a la izq miserable que hoy esta en el gobierno que le quitó todo respaldo a  ! 

Necesitamos mano dura ya! Esperemos q  y  hagan algo.
La izq junto a #chilevamos no hará nada!"
tweet_id:1577730247201816576,2022-10-05T18:39:38.000Z,"𝐃𝐚𝐝𝐝𝐲 𝐘𝐚𝐧𝐤𝐞𝐞 caotizando más la zona comercial de #Quito. Los que van al concierto que se diviertan, recuerde tomar precauciones para evitar actos de violencia o ser presa de la delincuencia, estafas y demás. https://x.com/AMT_Quito/stat/AMT_Quito/status/1577707307907121154…"
tweet_id:1577507057372397568,2022-10-05T03:52:45.000Z,"#Quito #DelincuenciaDelincuentes con armas de grueso calibre asaltaron a unas personas que se trasladaban en un vehículo y con seguridad privada , sucedió en el sector de Cumbaya ...."
tweet_id:1577458132699078661,2022-10-05T00:38:21.000Z,"#ATENCIÓN | Ciudadano que fue víctima de la delincuencia, en el sur de #Quito, por la Rodrigo de Chávez, pide a la ciudadanía estar alerta porque fue robada su chequera. "
tweet_id:1577335203202301954,2022-10-04T16:29:52.000Z,"#Quito 
𝐌𝐄𝐍𝐎𝐑 𝐃𝐄 𝐄𝐃𝐀𝐃 𝐈𝐍𝐓𝐄𝐑𝐕𝐈𝐄𝐍𝐄 𝐄𝐍 𝐔𝐍 𝐀𝐒𝐀𝐋𝐓𝐎
En Carcelén al norte de Quito la delincuencia hace de las suyas, sin embargo un último hecho registrado alarmo y llamo la atención de los habitantes del lugar.https://facebook.com/photo?fbid=476851761161507&set=a.301478878698797…"
tweet_id:1577316402188500996,2022-10-04T15:15:10.000Z,"No lo sé, está señora ya demostró que cuando viene a Quito, la encargada de traer toda la delincuencia y el vandalismo es ella
Así que quizás el problema no sea la cárcel sino que cierta persona viva allá"
tweet_id:1577091300763250689,2022-10-04T00:20:41.000Z,"Ahora en Chile están Asaltando a TODOS los pasajeros d los Buses.  Esto yá es colmo, y lo peor es q el izquierdista  AVALA  LA DELINCUENCIA,porque  les quitó todas las atribuciones a  .En Chile está la MIERDA !
VARGAS LLOSA,TIENE RAZON..."
tweet_id:1577027685544443904,2022-10-03T20:07:54.000Z,"Delincuencia 
En Cumbaya #QuitoAsaltaron un vehículo y sometieron un guardia"
tweet_id:1577011540724629504,2022-10-03T19:03:45.000Z,"#Quito #DelincuenciaDelincuentes con armas de grueso calibre asaltaron a unas personas que se trasladaban en un vehículo y con seguridad privada , sucedió en el sector de Cumbaya ...."
tweet_id:1577003736693878784,2022-10-03T18:32:44.000Z,¿Quito la nueva Capital de la delincuencia del Ecuador?
tweet_id:1577003162091008003,2022-10-03T18:30:27.000Z,"#Quito #Delincuencia 

Delincuentes se bajaron de un vehículo para asaltar a una persona en el sector de la Armenia no contentos con eso lo hieren gravemente"
tweet_id:1576943885242183681,2022-10-03T14:34:55.000Z,"Acabo de ver como 4 personas asaltaban un bus en la calle Vargas de Quito. Primera vez, en 6 años que tengo en esta ciudad, que veo este tipo de delincuencia. 

Viniendo de donde vengo mi percepción de la inseguridad es diferente, pero esto ya está pasando de claro a oscuro."
tweet_id:1576528925886664704,2022-10-02T11:06:01.000Z,"Hoy ya son 8 años de que la delincuencia de mi país me quito al ser que mas amaba “ mi madre”, 8 años sin entender como a una persona le puede parecer tan poca cosa la vida de otro. Desde hace 8 años lloro en silencio y otros días con desespero esta soledad que nunca podré llenar"
tweet_id:1576399178963509248,2022-10-02T02:30:27.000Z,Con los jugadores de liga si machitos pero para la delincuencia y femicidios ahí se hacen los giles y todo por ese hijo de puta de árbitro marlon vera que roba a liga de quito descarado e inepto ese hp.
tweet_id:1576049416804634624,2022-10-01T03:20:37.000Z,Les comparto mi opinión de hoy en   por la señal de  sobre la decisión de la Corte Constitucional de validar la creación de Tribunales de Excepción en Quito para el juzgamiento de casos de corrupción y delincuencia organizada. https://youtu.be/f2JW1dvobaA
tweet_id:1576027420419043329,2022-10-01T01:53:12.000Z,Ayuda a #Coca víctima de la delincuencia en Quito.
tweet_id:1576010352999170048,2022-10-01T00:45:23.000Z,"Quito y todo el Ecuador a merced de la delincuencia, a que momento todo se esta volviendo una mierda"
tweet_id:1575981725808996352,2022-09-30T22:51:38.000Z,"Para estas decisiones, jueces ecuatorianos son efectivos y rápidos para encarcelar personas inocentes, pero actuar contra la delincuencia les tiembla la mano. 
        "
tweet_id:1575940811279081473,2022-09-30T20:09:03.000Z,"  DELINCUENCIA IMPARABLE  ||  Nuevas modalidades de robo, dueños de locales comerciales en Quito piden soluciones  https://radiomegaestacion.com/?p=32899"
tweet_id:1575915011855335428,2022-09-30T18:26:32.000Z,"#Noticias | #DelincuenciaJusticia por mano propia. En la parroquia #Aloasí, #Quito; ciudadanos capturaron a tres hombres y una mujer, quienes habrían intentado robar en un domicilio. Como castigo los hicieron caminar descalzos por los alrededores del sitio.

Vía: "
tweet_id:1575903425266843649,2022-09-30T17:40:30.000Z,En #Quito centro irte sector Floresta delincuencia imparable. Asaltan tienda de zapatos
tweet_id:1575880178906976257,2022-09-30T16:08:07.000Z,"#casolastorres | La Fiscalía General del Estado informó que la mañana de este viernes 30 de septiembre arribó a Quito Pedro Saona, procesado por delincuencia organizada en el caso Las Torres y por cohecho en el caso China Camc, luego de que se cumpliera el proceso de #extradición"
tweet_id:1575875154227662849,2022-09-30T15:48:09.000Z,"La delincuencia, el estado de las vías y la violencia en #LaFloresta #Quito campean. Las autoridades    Ni las N A R I C E S. Todos los días asaltan a una persona en La Madrid y Mallorca.  ¡Hasta Cuándo!"
tweet_id:1575833040735145985,2022-09-30T13:00:49.000Z,"#ATENCIÓN | La  informa que luego de que se cumpliera el proceso de extradición, Pedro S., procesado por supuesta delincuencia organizada en el caso #LasTorres y por cohecho en el caso #ChinaCamc, arribó a #Quito.  lo trasladará al CDP de El Inca."
tweet_id:1575306076081225732,2022-09-29T02:06:50.000Z,Fácil si dejas libre a todo delincuente #ecuador #quito #seguridad #Delincuencia
tweet_id:1575282458685317120,2022-09-29T00:33:00.000Z,"Fortalecemos los barrios de Quito. No le tememos a la delincuencia más bien vamos contra ellos con #TODOSLa #seguridad de Quito es primordial; levantamos procesos con la comunidad con  herramientas útiles y eficaces!!

@JessyJaramilloY
ALCALDESA#NiunoNiotros#QuitosomosTodos"
tweet_id:1575155889786363905,2022-09-28T16:10:03.000Z,"Estoy en shock , unos flaites estaban abriendo un auto en quito con diagonal Paraguay,  estaba seriedad ciudadana en la esquina, les comenté  y me dijeron que ellos “no veían ese cuadrante” , así nunca combatiremos la delincuencia ¿ no cierto  ? "
tweet_id:1574965837454184448,2022-09-28T03:34:51.000Z,"Pongamoslo así Lo q con #LassoEsUnFracasso dijeron no ser Venezuela Hoy son presa de la delincuencia q con el ""DICTADOR"" Correa no padecían
Los Quitaño de Bien  q aplaudieron a la Policía en la Shyris en el paro nacional hoy se horroriza por lo inseguro del País y #Quito "
tweet_id:1574835378464460815,2022-09-27T18:56:27.000Z,"La delincuencia extorsiona en la calle y los vigilantes de   en la Av Simón Bolívar.
Ya es hora que   pare tanto robo en las vías de la ciudad   "
tweet_id:1574811103900495874,2022-09-27T17:20:00.000Z, Vecinos de La Mariscal piden Plan Integral que permita reactivarse y frenar la delincuencia. con el reporte .
tweet_id:1574795740941107205,2022-09-27T16:18:57.000Z,"Que decepción ver como ciertos candidatos a Alcalde de Quito se han encaramado al ataúd   de la abogada, para hacer una campaña sórdida, y ayudar a destruír a los únicos que nos pueden defender de la narco delincuencia! "
tweet_id:1574756811672018945,2022-09-27T13:44:16.000Z,"Gran idea del banquero infame evasor piLLasso:
""Para acabar con la delincuencia todos vamos a derrumbar Quito"".#LassoDestruyoEcuador .#vuelveCorrea"
tweet_id:1573922804399046657,2022-09-25T06:30:13.000Z,#Quito #EcuadorTaxista reconoció a una  que lo robó en días pasados y le dió una #PALOTERAPIA #delincuencia #Inseguridad
tweet_id:1573820995944824833,2022-09-24T23:45:40.000Z,"Decir que todo lo malo de nuestra sociedad, es culpa del narco trafico?
 de tanta delincuencia, es culpa de los malos padre o educación? 
Así mismo este gobierno, todo es culpa de Correa?.
Ya nadie es responsable de sus actos. 
La sicologia, nos quito el poder de raciocinio."
tweet_id:1573710584096366597,2022-09-24T16:26:56.000Z,La delincuencia no da tregua en Quito: Esto le sucedió a una mujer mientras caminaba por la vereda.  https://bit.ly/3ScYlpB
tweet_id:1573676124877385729,2022-09-24T14:10:00.000Z,"#ATENCIÓN | Delincuencia imparable en #Quito. Sujetos a bordo de un taxi sin placas asaltaron a una mujer, la acorralaron y se llevaron sus pertenencias. Sucedió la mañana de ayer y quedó registrado en una cámara de seguridad."
tweet_id:1573464405144223744,2022-09-24T00:08:42.000Z,#Quito #DelincuenciaDelincuentes que iban en un taxi asaltaron a una mujer al sur de la capital .
tweet_id:1573394525682278400,2022-09-23T19:31:01.000Z,"Que ignorante eres, si sabes que tu ídolo amlo le quitó el presupuesto de policias estatales y municipales a todos los Estados?, con que quieren que combatan la delincuencia?"
tweet_id:1573124868131930112,2022-09-23T01:39:30.000Z,Como parte del ecosistema automotor de #Quito nos preocupa la inseguridad actual que se evidencian con estos actos criminales. Compartimos la noticia para que los usuarios de vehículos estén alerta ante esta lamentable realidad de delincuencia.
tweet_id:1572216506720591872,2022-09-20T13:30:00.000Z,"¡'APESTA' A DELINCUENCIA! A los residentes y comerciantes de la ciudadela El Recreo, en el sur de #Quito, los grafitis los tienen asustados. No solo porque atentan contra el ornato de la ciudad, sino porque para ellos son augurio de delincuencia, robos, muerte. Los detalles:"
tweet_id:1572213401857978370,2022-09-20T13:17:39.000Z,#Quito #DelincuenciaDelincuentes vestidos con ropa de Policías asaltaron a unas Personas que se encontraban en el interior de un vehículo
